batch_id,sample_index,backend,job_id,shots,true_label,ideal_probability,hardware_probability,probability_shift,absolute_probability_shift,ideal_prediction,hardware_prediction,prediction_changed,hardware_correct,class_1_counts,counts
1,10,ibm_fez,damh7978gn2s739leav0,1024,1,0.9560546875,0.9033203125,-0.052734375,0.052734375,1,1,False,True,925,"{'0000': 5, '0001': 42, '0010': 12, '0011': 11, '0100': 20, '0101': 334, '0110': 12, '0111': 63, '1000': 8, '1001': 37, '1010': 14, '1011': 76, '1100': 16, '1101': 314, '1110': 12, '1111': 48}"
1,11,ibm_fez,damh7978gn2s739leav0,1024,1,0.3369140625,0.3193359375,-0.017578125,0.017578125,0,0,False,False,327,"{'0000': 52, '0001': 10, '0010': 96, '0011': 58, '0100': 21, '0101': 9, '0110': 46, '0111': 22, '1000': 282, '1001': 21, '1010': 10, '1011': 73, '1100': 64, '1101': 111, '1110': 126, '1111': 23}"
1,12,ibm_fez,damh7978gn2s739leav0,1024,1,0.2509765625,0.2216796875,-0.029296875,0.029296875,0,0,False,False,227,"{'0000': 265, '0001': 23, '0010': 47, '0011': 77, '0100': 44, '0101': 62, '0110': 126, '0111': 12, '1000': 20, '1001': 4, '1010': 58, '1011': 44, '1100': 36, '1101': 3, '1110': 201, '1111': 2}"
1,13,ibm_fez,damh7978gn2s739leav0,1024,0,0.0244140625,0.05859375,0.0341796875,0.0341796875,0,0,False,True,60,"{'0000': 257, '0001': 3, '0010': 18, '0011': 16, '0100': 56, '0101': 9, '0110': 36, '0111': 7, '1000': 124, '1001': 6, '1010': 52, '1011': 4, '1100': 396, '1101': 5, '1110': 25, '1111': 10}"
1,14,ibm_fez,damh7978gn2s739leav0,1024,0,0.017578125,0.0517578125,0.0341796875,0.0341796875,0,0,False,True,53,"{'0000': 100, '0001': 6, '0010': 41, '0011': 4, '0100': 351, '0101': 3, '0110': 31, '0111': 18, '1000': 84, '1001': 7, '1010': 45, '1011': 5, '1100': 283, '1101': 6, '1110': 36, '1111': 4}"
1,15,ibm_fez,damh7978gn2s739leav0,1024,0,0.40234375,0.365234375,-0.037109375,0.037109375,0,0,False,True,374,"{'0000': 191, '0001': 12, '0010': 23, '0011': 104, '0100': 29, '0101': 149, '0110': 101, '0111': 11, '1000': 31, '1001': 11, '1010': 59, '1011': 22, '1100': 124, '1101': 18, '1110': 92, '1111': 47}"
1,16,ibm_fez,damh7978gn2s739leav0,1024,1,0.5224609375,0.5478515625,0.025390625,0.025390625,1,1,False,True,561,"{'0000': 18, '0001': 12, '0010': 41, '0011': 47, '0100': 36, '0101': 45, '0110': 46, '0111': 25, '1000': 108, '1001': 58, '1010': 24, '1011': 106, '1100': 65, '1101': 227, '1110': 125, '1111': 41}"
1,17,ibm_fez,damh7978gn2s739leav0,1024,0,0.0693359375,0.0947265625,0.025390625,0.025390625,0,0,False,True,97,"{'0000': 43, '0001': 8, '0010': 42, '0011': 9, '0100': 123, '0101': 13, '0110': 43, '0111': 11, '1000': 108, '1001': 8, '1010': 99, '1011': 11, '1100': 391, '1101': 9, '1110': 78, '1111': 28}"
1,18,ibm_fez,damh7978gn2s739leav0,1024,1,0.58984375,0.5771484375,-0.0126953125,0.0126953125,1,1,False,True,591,"{'0000': 15, '0001': 264, '0010': 179, '0011': 16, '0100': 79, '0101': 37, '0110': 17, '0111': 97, '1000': 42, '1001': 74, '1010': 25, '1011': 25, '1100': 56, '1101': 62, '1110': 20, '1111': 16}"
1,19,ibm_fez,damh7978gn2s739leav0,1024,0,0.92578125,0.88671875,-0.0390625,0.0390625,1,1,False,False,908,"{'0000': 7, '0001': 83, '0010': 12, '0011': 32, '0100': 3, '0101': 33, '0110': 17, '0111': 6, '1000': 23, '1001': 541, '1010': 37, '1011': 9, '1100': 14, '1101': 196, '1110': 3, '1111': 8}"
1,20,ibm_fez,damh7978gn2s739leav0,1024,1,0.8896484375,0.861328125,-0.0283203125,0.0283203125,1,1,False,True,882,"{'0000': 3, '0001': 59, '0010': 14, '0011': 57, '0100': 12, '0101': 214, '0110': 23, '0111': 14, '1000': 12, '1001': 331, '1010': 47, '1011': 12, '1100': 26, '1101': 152, '1110': 5, '1111': 43}"
1,21,ibm_fez,damh7978gn2s739leav0,1024,0,0.2158203125,0.2431640625,0.02734375,0.02734375,0,0,False,True,249,"{'0000': 224, '0001': 12, '0010': 81, '0011': 108, '0100': 65, '0101': 50, '0110': 109, '0111': 27, '1000': 126, '1001': 10, '1010': 40, '1011': 15, '1100': 69, '1101': 24, '1110': 61, '1111': 3}"
1,22,ibm_fez,damh7978gn2s739leav0,1024,1,0.5908203125,0.58203125,-0.0087890625,0.0087890625,1,1,False,True,596,"{'0000': 31, '0001': 120, '0010': 155, '0011': 21, '0100': 48, '0101': 86, '0110': 8, '0111': 81, '1000': 10, '1001': 127, '1010': 58, '1011': 50, '1100': 91, '1101': 102, '1110': 27, '1111': 9}"
1,23,ibm_fez,damh7978gn2s739leav0,1024,0,0.0107421875,0.0390625,0.0283203125,0.0283203125,0,0,False,True,40,"{'0000': 213, '0001': 4, '0010': 28, '0011': 10, '0100': 93, '0101': 5, '0110': 28, '0111': 4, '1000': 134, '1001': 5, '1010': 50, '1011': 6, '1100': 404, '1101': 4, '1110': 34, '1111': 2}"
1,24,ibm_fez,damh7978gn2s739leav0,1024,1,0.87109375,0.80078125,-0.0703125,0.0703125,1,1,False,True,820,"{'0000': 21, '0001': 31, '0010': 36, '0011': 52, '0100': 21, '0101': 348, '0110': 21, '0111': 19, '1000': 13, '1001': 198, '1010': 23, '1011': 43, '1100': 32, '1101': 108, '1110': 37, '1111': 21}"
1,25,ibm_fez,damh7978gn2s739leav0,1024,1,0.8173828125,0.77734375,-0.0400390625,0.0400390625,1,1,False,True,796,"{'0000': 19, '0001': 15, '0010': 35, '0011': 84, '0100': 17, '0101': 334, '0110': 41, '0111': 19, '1000': 21, '1001': 202, '1010': 29, '1011': 14, '1100': 45, '1101': 116, '1110': 21, '1111': 12}"
1,26,ibm_fez,damh7978gn2s739leav0,1024,1,0.9951171875,0.9375,-0.0576171875,0.0576171875,1,1,False,True,960,"{'0000': 3, '0001': 43, '0010': 2, '0011': 39, '0100': 21, '0101': 526, '0110': 6, '0111': 46, '1000': 3, '1001': 54, '1010': 17, '1011': 44, '1100': 10, '1101': 157, '1110': 2, '1111': 51}"
1,27,ibm_fez,damh7978gn2s739leav0,1024,1,0.9609375,0.9033203125,-0.0576171875,0.0576171875,1,1,False,True,925,"{'0000': 10, '0001': 248, '0010': 34, '0011': 24, '0100': 7, '0101': 112, '0110': 7, '0111': 66, '1000': 16, '1001': 253, '1010': 1, '1011': 41, '1100': 13, '1101': 169, '1110': 11, '1111': 12}"
1,28,ibm_fez,damh7978gn2s739leav0,1024,0,0.2216796875,0.240234375,0.0185546875,0.0185546875,0,0,False,True,246,"{'0000': 121, '0001': 13, '0010': 64, '0011': 59, '0100': 27, '0101': 57, '0110': 8, '0111': 23, '1000': 41, '1001': 31, '1010': 100, '1011': 16, '1100': 395, '1101': 27, '1110': 22, '1111': 20}"
1,29,ibm_fez,damh7978gn2s739leav0,1024,1,0.5869140625,0.529296875,-0.0576171875,0.0576171875,1,1,False,True,542,"{'0000': 17, '0001': 21, '0010': 38, '0011': 70, '0100': 16, '0101': 27, '0110': 66, '0111': 25, '1000': 132, '1001': 34, '1010': 19, '1011': 76, '1100': 60, '1101': 270, '1110': 134, '1111': 19}"
1,30,ibm_fez,damh7978gn2s739leav0,1024,0,0.345703125,0.373046875,0.02734375,0.02734375,0,0,False,True,382,"{'0000': 110, '0001': 39, '0010': 22, '0011': 70, '0100': 46, '0101': 126, '0110': 39, '0111': 18, '1000': 18, '1001': 39, '1010': 171, '1011': 47, '1100': 169, '1101': 18, '1110': 67, '1111': 25}"
1,31,ibm_fez,damh7978gn2s739leav0,1024,1,0.900390625,0.86328125,-0.037109375,0.037109375,1,1,False,True,884,"{'0000': 11, '0001': 230, '0010': 36, '0011': 34, '0100': 11, '0101': 158, '0110': 17, '0111': 39, '1000': 17, '1001': 255, '1010': 12, '1011': 13, '1100': 13, '1101': 141, '1110': 23, '1111': 14}"
1,32,ibm_fez,damh7978gn2s739leav0,1024,1,0.888671875,0.8369140625,-0.0517578125,0.0517578125,1,1,False,True,857,"{'0000': 12, '0001': 24, '0010': 16, '0011': 21, '0100': 17, '0101': 141, '0110': 35, '0111': 76, '1000': 20, '1001': 129, '1010': 9, '1011': 17, '1100': 28, '1101': 425, '1110': 30, '1111': 24}"
1,33,ibm_fez,damh7978gn2s739leav0,1024,1,0.9296875,0.8759765625,-0.0537109375,0.0537109375,1,1,False,True,897,"{'0000': 13, '0001': 330, '0010': 11, '0011': 37, '0100': 7, '0101': 37, '0110': 9, '0111': 12, '1000': 14, '1001': 341, '1010': 54, '1011': 8, '1100': 9, '1101': 107, '1110': 10, '1111': 25}"
1,34,ibm_fez,damh7978gn2s739leav0,1024,1,0.9794921875,0.9130859375,-0.06640625,0.06640625,1,1,False,True,935,"{'0000': 9, '0001': 148, '0011': 12, '0100': 22, '0101': 345, '0110': 14, '0111': 10, '1000': 12, '1001': 226, '1010': 21, '1011': 35, '1100': 2, '1101': 60, '1110': 9, '1111': 99}"
1,35,ibm_fez,damh7978gn2s739leav0,1024,0,0.5224609375,0.505859375,-0.0166015625,0.0166015625,1,1,False,False,518,"{'0000': 90, '0001': 33, '0010': 26, '0011': 129, '0100': 42, '0101': 227, '0110': 94, '0111': 11, '1000': 11, '1001': 25, '1010': 125, '1011': 32, '1100': 78, '1101': 19, '1110': 40, '1111': 42}"
1,36,ibm_fez,damh7978gn2s739leav0,1024,0,0.6474609375,0.626953125,-0.0205078125,0.0205078125,1,1,False,False,642,"{'0000': 17, '0001': 86, '0010': 49, '0011': 22, '0100': 12, '0101': 42, '0110': 15, '0111': 43, '1000': 29, '1001': 247, '1010': 141, '1011': 22, '1100': 84, '1101': 134, '1110': 35, '1111': 46}"
1,37,ibm_fez,damh7978gn2s739leav0,1024,0,0.251953125,0.2490234375,-0.0029296875,0.0029296875,0,0,False,True,255,"{'0000': 61, '0001': 49, '0010': 242, '0011': 8, '0100': 203, '0101': 18, '0110': 19, '0111': 91, '1000': 37, '1001': 25, '1010': 37, '1011': 26, '1100': 108, '1101': 32, '1110': 62, '1111': 6}"
1,38,ibm_fez,damh7978gn2s739leav0,1024,0,0.20703125,0.2216796875,0.0146484375,0.0146484375,0,0,False,True,227,"{'0000': 50, '0001': 28, '0010': 193, '0011': 11, '0100': 250, '0101': 11, '0110': 21, '0111': 113, '1000': 36, '1001': 30, '1010': 42, '1011': 12, '1100': 162, '1101': 15, '1110': 43, '1111': 7}"
1,39,ibm_fez,damh7978gn2s739leav0,1024,0,0.3125,0.3193359375,0.0068359375,0.0068359375,0,0,False,True,327,"{'0000': 270, '0001': 10, '0010': 50, '0011': 102, '0100': 11, '0101': 109, '0110': 64, '0111': 10, '1000': 28, '1001': 18, '1010': 52, '1011': 41, '1100': 114, '1101': 10, '1110': 108, '1111': 27}"
1,40,ibm_fez,damh7978gn2s739leav0,1024,0,0.4345703125,0.42578125,-0.0087890625,0.0087890625,0,0,False,True,436,"{'0000': 84, '0001': 19, '0010': 20, '0011': 126, '0100': 36, '0101': 152, '0110': 71, '0111': 10, '1000': 30, '1001': 31, '1010': 124, '1011': 22, '1100': 180, '1101': 45, '1110': 43, '1111': 31}"
1,41,ibm_fez,damh7978gn2s739leav0,1024,1,0.7353515625,0.7001953125,-0.03515625,0.03515625,1,1,False,True,717,"{'0000': 15, '0001': 176, '0010': 67, '0011': 24, '0100': 31, '0101': 54, '0110': 27, '0111': 41, '1000': 31, '1001': 274, '1010': 97, '1011': 17, '1100': 29, '1101': 105, '1110': 10, '1111': 26}"
1,42,ibm_fez,damh7978gn2s739leav0,1024,1,0.1220703125,0.1806640625,0.05859375,0.05859375,0,0,False,False,185,"{'0000': 299, '0001': 9, '0010': 39, '0011': 103, '0100': 76, '0101': 27, '0110': 125, '0111': 15, '1000': 140, '1001': 11, '1010': 53, '1011': 9, '1100': 59, '1101': 4, '1110': 48, '1111': 7}"
1,43,ibm_fez,damh7978gn2s739leav0,1024,0,0.232421875,0.2314453125,-0.0009765625,0.0009765625,0,0,False,True,237,"{'0000': 116, '0001': 4, '0010': 79, '0011': 44, '0100': 23, '0101': 48, '0110': 22, '0111': 38, '1000': 58, '1001': 28, '1010': 110, '1011': 26, '1100': 353, '1101': 30, '1110': 26, '1111': 19}"
1,44,ibm_fez,damh7978gn2s739leav0,1024,0,0.0810546875,0.11328125,0.0322265625,0.0322265625,0,0,False,True,116,"{'0000': 123, '0001': 7, '0010': 16, '0011': 14, '0100': 130, '0101': 20, '0110': 52, '0111': 4, '1000': 54, '1001': 4, '1010': 144, '1011': 16, '1100': 300, '1101': 7, '1110': 89, '1111': 44}"
1,45,ibm_fez,damh7978gn2s739leav0,1024,1,0.8955078125,0.8564453125,-0.0390625,0.0390625,1,1,False,True,877,"{'0000': 17, '0001': 251, '0010': 35, '0011': 30, '0100': 10, '0101': 65, '0110': 9, '0111': 14, '1000': 13, '1001': 308, '1010': 37, '1011': 71, '1100': 8, '1101': 83, '1110': 18, '1111': 55}"
1,46,ibm_fez,damh7978gn2s739leav0,1024,0,0.26171875,0.2890625,0.02734375,0.02734375,0,0,False,True,296,"{'0000': 308, '0001': 11, '0010': 51, '0011': 107, '0100': 15, '0101': 68, '0110': 60, '0111': 6, '1000': 47, '1001': 10, '1010': 25, '1011': 55, '1100': 84, '1101': 12, '1110': 138, '1111': 27}"
1,47,ibm_fez,damh7978gn2s739leav0,1024,1,0.896484375,0.8388671875,-0.0576171875,0.0576171875,1,1,False,True,859,"{'0000': 6, '0001': 69, '0010': 16, '0011': 72, '0100': 27, '0101': 353, '0110': 48, '0111': 13, '1000': 16, '1001': 30, '1010': 10, '1011': 16, '1100': 13, '1101': 266, '1110': 29, '1111': 40}"
1,48,ibm_fez,damh7978gn2s739leav0,1024,1,0.3330078125,0.3046875,-0.0283203125,0.0283203125,0,0,False,False,312,"{'0000': 132, '0001': 20, '0010': 24, '0011': 105, '0100': 40, '0101': 93, '0110': 58, '0111': 14, '1000': 50, '1001': 22, '1010': 121, '1011': 10, '1100': 250, '1101': 33, '1110': 37, '1111': 15}"
1,49,ibm_fez,damh7978gn2s739leav0,1024,0,0.1572265625,0.1728515625,0.015625,0.015625,0,0,False,True,177,"{'0000': 225, '0001': 1, '0010': 67, '0011': 34, '0100': 46, '0101': 29, '0110': 20, '0111': 26, '1000': 49, '1001': 18, '1010': 64, '1011': 36, '1100': 324, '1101': 21, '1110': 52, '1111': 12}"
2,50,ibm_fez,damh8d5r85ps73fcreq0,1024,1,0.869140625,0.8017578125,-0.0673828125,0.0673828125,1,1,False,True,821,"{'0000': 9, '0001': 49, '0010': 35, '0011': 92, '0100': 14, '0101': 263, '0110': 45, '0111': 56, '1000': 10, '1001': 153, '1010': 26, '1011': 23, '1100': 26, '1101': 144, '1110': 38, '1111': 41}"
2,51,ibm_fez,damh8d5r85ps73fcreq0,1024,0,0.3681640625,0.38671875,0.0185546875,0.0185546875,0,0,False,True,396,"{'0000': 63, '0001': 41, '0010': 17, '0011': 84, '0100': 45, '0101': 104, '0110': 39, '0111': 19, '1000': 30, '1001': 45, '1010': 174, '1011': 33, '1100': 185, '1101': 36, '1110': 75, '1111': 34}"
2,52,ibm_fez,damh8d5r85ps73fcreq0,1024,1,0.951171875,0.888671875,-0.0625,0.0625,1,1,False,True,910,"{'0000': 3, '0001': 31, '0010': 14, '0011': 88, '0100': 6, '0101': 79, '0110': 25, '0111': 80, '1000': 24, '1001': 143, '1010': 3, '1011': 42, '1100': 19, '1101': 424, '1110': 20, '1111': 23}"
2,53,ibm_fez,damh8d5r85ps73fcreq0,1024,0,0.255859375,0.279296875,0.0234375,0.0234375,0,0,False,True,286,"{'0000': 34, '0001': 46, '0010': 48, '0011': 6, '0100': 99, '0101': 37, '0110': 36, '0111': 29, '1000': 41, '1001': 39, '1010': 167, '1011': 56, '1100': 220, '1101': 11, '1110': 93, '1111': 62}"
2,54,ibm_fez,damh8d5r85ps73fcreq0,1024,0,0.38671875,0.3857421875,-0.0009765625,0.0009765625,0,0,False,True,395,"{'0000': 142, '0001': 20, '0010': 69, '0011': 105, '0100': 14, '0101': 140, '0110': 23, '0111': 8, '1000': 32, '1001': 36, '1010': 77, '1011': 40, '1100': 175, '1101': 26, '1110': 97, '1111': 20}"
2,55,ibm_fez,damh8d5r85ps73fcreq0,1024,0,0.07421875,0.1064453125,0.0322265625,0.0322265625,0,0,False,True,109,"{'0000': 26, '0001': 7, '0010': 34, '0011': 5, '0100': 158, '0101': 4, '0110': 41, '0111': 3, '1000': 61, '1001': 12, '1010': 133, '1011': 20, '1100': 363, '1101': 11, '1110': 99, '1111': 47}"
2,56,ibm_fez,damh8d5r85ps73fcreq0,1024,1,0.8349609375,0.806640625,-0.0283203125,0.0283203125,1,1,False,True,826,"{'0000': 17, '0001': 30, '0010': 18, '0011': 57, '0100': 22, '0101': 431, '0110': 63, '0111': 26, '1000': 12, '1001': 139, '1010': 20, '1011': 21, '1100': 37, '1101': 90, '1110': 9, '1111': 32}"
2,57,ibm_fez,damh8d5r85ps73fcreq0,1024,0,0.15625,0.1513671875,-0.0048828125,0.0048828125,0,0,False,True,155,"{'0000': 44, '0001': 14, '0010': 36, '0011': 4, '0100': 179, '0101': 18, '0110': 39, '0111': 27, '1000': 52, '1001': 23, '1010': 128, '1011': 9, '1100': 320, '1101': 9, '1110': 71, '1111': 51}"
2,58,ibm_fez,damh8d5r85ps73fcreq0,1024,0,0.759765625,0.736328125,-0.0234375,0.0234375,1,1,False,False,754,"{'0000': 14, '0001': 104, '0010': 56, '0011': 45, '0100': 23, '0101': 211, '0110': 17, '0111': 35, '1000': 14, '1001': 70, '1010': 50, '1011': 40, '1100': 18, '1101': 167, '1110': 78, '1111': 82}"
2,59,ibm_fez,damh8d5r85ps73fcreq0,1024,1,0.96484375,0.8974609375,-0.0673828125,0.0673828125,1,1,False,True,919,"{'0000': 4, '0001': 146, '0010': 22, '0011': 56, '0100': 7, '0101': 157, '0110': 19, '0111': 83, '1000': 12, '1001': 242, '1010': 5, '1011': 14, '1100': 17, '1101': 203, '1110': 19, '1111': 18}"
2,60,ibm_fez,damh8d5r85ps73fcreq0,1024,1,0.9189453125,0.8740234375,-0.044921875,0.044921875,1,1,False,True,895,"{'0000': 18, '0001': 152, '0010': 17, '0011': 47, '0100': 10, '0101': 329, '0110': 11, '0111': 21, '1000': 7, '1001': 217, '1010': 35, '1011': 67, '1100': 10, '1101': 20, '1110': 21, '1111': 42}"
2,61,ibm_fez,damh8d5r85ps73fcreq0,1024,1,0.9453125,0.8837890625,-0.0615234375,0.0615234375,1,1,False,True,905,"{'0000': 10, '0001': 33, '0010': 19, '0011': 22, '0100': 15, '0101': 395, '0110': 32, '0111': 77, '1000': 4, '1001': 42, '1010': 13, '1011': 43, '1100': 17, '1101': 231, '1110': 9, '1111': 62}"
2,62,ibm_fez,damh8d5r85ps73fcreq0,1024,1,0.9931640625,0.93359375,-0.0595703125,0.0595703125,1,1,False,True,956,"{'0000': 5, '0001': 52, '0010': 2, '0011': 18, '0100': 20, '0101': 464, '0110': 13, '0111': 15, '1000': 5, '1001': 208, '1010': 13, '1011': 54, '1100': 5, '1101': 79, '1110': 5, '1111': 66}"
2,63,ibm_fez,damh8d5r85ps73fcreq0,1024,0,0.599609375,0.6201171875,0.0205078125,0.0205078125,1,1,False,False,635,"{'0000': 16, '0001': 217, '0010': 21, '0011': 18, '0100': 26, '0101': 100, '0110': 13, '0111': 21, '1000': 14, '1001': 172, '1010': 178, '1011': 35, '1100': 68, '1101': 42, '1110': 53, '1111': 30}"
2,64,ibm_fez,damh8d5r85ps73fcreq0,1024,0,0.771484375,0.728515625,-0.04296875,0.04296875,1,1,False,False,746,"{'0000': 14, '0001': 252, '0010': 80, '0011': 33, '0100': 22, '0101': 173, '0110': 11, '0111': 21, '1000': 11, '1001': 140, '1010': 55, '1011': 35, '1100': 38, '1101': 66, '1110': 47, '1111': 26}"
2,65,ibm_fez,damh8d5r85ps73fcreq0,1024,0,0.068359375,0.0966796875,0.0283203125,0.0283203125,0,0,False,True,99,"{'0000': 457, '0001': 5, '0010': 21, '0011': 23, '0100': 44, '0101': 15, '0110': 25, '0111': 13, '1000': 29, '1001': 4, '1010': 50, '1011': 14, '1100': 232, '1101': 3, '1110': 67, '1111': 22}"
2,66,ibm_fez,damh8d5r85ps73fcreq0,1024,1,0.6689453125,0.6611328125,-0.0078125,0.0078125,1,1,False,True,677,"{'0000': 57, '0001': 53, '0010': 26, '0011': 93, '0100': 28, '0101': 389, '0110': 98, '0111': 9, '1000': 12, '1001': 15, '1010': 37, '1011': 23, '1100': 28, '1101': 27, '1110': 61, '1111': 68}"
2,67,ibm_fez,damh8d5r85ps73fcreq0,1024,1,0.9970703125,0.9384765625,-0.05859375,0.05859375,1,1,False,True,961,"{'0000': 8, '0001': 160, '0010': 4, '0011': 20, '0100': 14, '0101': 336, '0110': 8, '0111': 29, '1000': 10, '1001': 244, '1010': 10, '1011': 45, '1100': 4, '1101': 30, '1110': 5, '1111': 97}"
2,68,ibm_fez,damh8d5r85ps73fcreq0,1024,0,0.046875,0.064453125,0.017578125,0.017578125,0,0,False,True,66,"{'0000': 357, '0001': 7, '0010': 11, '0011': 18, '0100': 97, '0101': 10, '0110': 24, '0111': 6, '1000': 69, '1001': 6, '1010': 60, '1011': 7, '1100': 293, '1101': 1, '1110': 47, '1111': 11}"
2,69,ibm_fez,damh8d5r85ps73fcreq0,1024,0,0.52734375,0.515625,-0.01171875,0.01171875,1,1,False,False,528,"{'0000': 58, '0001': 7, '0010': 51, '0011': 34, '0100': 40, '0101': 70, '0110': 19, '0111': 16, '1000': 92, '1001': 47, '1010': 53, '1011': 112, '1100': 46, '1101': 189, '1110': 137, '1111': 53}"
2,70,ibm_fez,damh8d5r85ps73fcreq0,1024,0,0.513671875,0.5146484375,0.0009765625,0.0009765625,1,1,False,False,527,"{'0000': 50, '0001': 12, '0010': 49, '0011': 154, '0100': 21, '0101': 209, '0110': 106, '0111': 13, '1000': 28, '1001': 48, '1010': 59, '1011': 18, '1100': 137, '1101': 62, '1110': 47, '1111': 11}"
2,71,ibm_fez,damh8d5r85ps73fcreq0,1024,0,0.48828125,0.4775390625,-0.0107421875,0.0107421875,0,0,False,True,489,"{'0000': 87, '0001': 30, '0010': 82, '0011': 123, '0100': 11, '0101': 131, '0110': 93, '0111': 24, '1000': 76, '1001': 10, '1010': 15, '1011': 20, '1100': 79, '1101': 122, '1110': 92, '1111': 29}"
2,72,ibm_fez,damh8d5r85ps73fcreq0,1024,1,0.9580078125,0.8798828125,-0.078125,0.078125,1,1,False,True,901,"{'0000': 4, '0001': 25, '0010': 6, '0011': 5, '0100': 27, '0101': 378, '0110': 31, '0111': 56, '1000': 3, '1001': 48, '1010': 10, '1011': 57, '1100': 27, '1101': 289, '1110': 15, '1111': 43}"
2,73,ibm_fez,damh8d5r85ps73fcreq0,1024,1,0.814453125,0.7919921875,-0.0224609375,0.0224609375,1,1,False,True,811,"{'0000': 14, '0001': 28, '0010': 24, '0011': 79, '0100': 12, '0101': 450, '0110': 40, '0111': 24, '1000': 10, '1001': 44, '1010': 47, '1011': 8, '1100': 18, '1101': 72, '1110': 48, '1111': 106}"
2,74,ibm_fez,damh8d5r85ps73fcreq0,1024,1,0.990234375,0.919921875,-0.0703125,0.0703125,1,1,False,True,942,"{'0000': 11, '0001': 167, '0010': 11, '0011': 44, '0100': 3, '0101': 56, '0110': 12, '0111': 73, '1000': 12, '1001': 72, '1010': 1, '1011': 8, '1100': 15, '1101': 505, '1110': 17, '1111': 17}"
